# Fork-maintained patches for rayward-external/bifrost
#
# These are CodeQL false-positive suppressions on operator-configured log lines.
# Upstream (maximhq/bifrost) does not carry inline CodeQL annotations.
# If upstream rewrites these plugin files, the suppressions may be lost.
#
# Format: <file> | <grep_pattern_that_proves_patch_is_present> | <human_description>
#   (2) CLEAN-BUT-WRONG DELETION (new failure mode, root-caused via `git merge-file` 3-way diffs against the true merge-base 5f1a95e — NOT the whole-history -X theirs merge): fork-only code that had not been touched by ANY fork commit since 5f1a95e (2026-08-19) is textually identical to base at that hunk; when upstream's diff (base->theirs) touches or deletes the same region, a plain 3-way merge takes theirs' side with NO conflict flagged, because from git's perspective only one side changed anything there. This is NOT specific to `-X theirs` — a vanilla `git merge` would produce the identical result — and it means large, long-untouched fork-only blocks embedded in files upstream also edits are structurally at risk on any sync, independent of merge strategy. Confirmed cases, all restored from afc5452 and re-verified building/vetting/testing:
#     - plugins/governance/{routing.go,routingcelrefs.go,complexityextract.go,complexityextract_test.go,prerequesthookcomplexity_test.go,routing_test.go,routingcomplexity_test.go,complexity/*} (14 files, ~6900 lines) were marked outright DELETED by the merge — root cause: git's content-based rename detection matched fork's prerequestrouting_test.go against upstream's new (unrelated) loadbalance_test.go (both are near-identical "newXTestPlugin helper + imports" boilerplate), and treated it as a rename+rewrite, which appears to have cascaded into treating the surrounding fork-only routing/complexity files as part of the same delete-and-replace instead of independent additions. Restored all 14 files verbatim via `git checkout afc5452 -- <path>`; re-added fork's own prerequestrouting_test.go as a separate file alongside (not instead of) upstream's genuinely-new loadbalance_test.go.
#     - plugins/governance/main.go + store.go: fork's entire embedded CEL routing engine plumbing — GovernancePlugin.engine (*RoutingEngine) field, Config.RoutingChainMaxDepth/BatchAdminVirtualKeyIDs/UnknownBatchIDPolicy, the batch/file-ownership struct fields (batchLedger/batchPager/batchAdminVKIDs/batchUnknownIDPolicy/batchClient/fileLedger/filePager/fileProvenance/complexityAnalyzer), GovernanceStore's routing-rules interface methods (GetRoutingProgram/HasRoutingRules/GetAllRoutingRules/GetScopedRoutingRules/UpdateRoutingRuleInMemory/DeleteRoutingRuleInMemory) and their ~600-line LocalGovernanceStore implementations, the CEL-env constructor wiring (createCELEnvironment call + routingCELEnv field), GovernanceData.RoutingRules + its load/flatten/precompile plumbing across loadFromDatabase/loadFromConfigMemory/rebuildInMemoryStructures/GetGovernanceData, and PreRequestHook's routing-aware body (hasRoutingRules gate, runPreRequestRouting/loadBalanceProvider/publishRoutingAllowlist/applyRoutingRules, the large-payload routing branch) — all silently dropped, none via a flagged conflict. Root-caused and reconstructed using `git merge-file` against the true 3-way base (5f1a95e/afc5452/dbc3a35) rather than hand-reconstruction from diffs, which surfaced the ACTUAL small conflict set (5 hunks in main.go, 1 in store.go) precisely; resolved every one toward fork's side (the "theirs" side was empty/absent in all 6, i.e. upstream simply doesn't have this code — not a competing implementation at those specific hunks). Non-conflicting silent deletions elsewhere in both files were found by symbol (compile errors) and restored piece by piece, matching fork's exact prior source. Re-verified: `go build ./...`, `go vet ./...`, and `go test ./...` all green in plugins/governance after reconstruction (governance's full test suite, including the restored routing/complexity suites, PASSED).
#   IMPORTANT ARCHITECTURAL FINDING (not resolved this sweep — needs operator decision, NOT a routine sync judgment call): the SAME dbc3a35 commit that deleted fork's embedded routing engine also introduces upstream's own brand-new FIRST-PARTY plugins/routing module (plugins/routing/{main.go,rules/engine.go,rules/store.go,complexity/*} — a near-exact structural parallel to fork's embedded CEL routing engine: dynamic CEL rules, complexity-tier routing, load balancing) and already wires transports/go.mod to require it (plugins/routing v0.0.0-20260819122003-...) plus adds PublishRoutingAllowlist/LoadBalanceProvider as new EXPORTED methods on governance's BaseGovernancePlugin interface with a doc-comment describing them as callbacks "the routing plugin calls...after evaluating routing rules" — i.e. upstream has already redesigned this as a two-plugin collaboration (a dedicated routing plugin calling back into governance for the allowlist/load-balance step), obsoleting governance's OWN embedded routing engine by design. This sweep did NOT adopt the new plugin or wire the new exported callback methods to anything — it restored fork's existing, tested, embedded routing engine as-is (the conservative default: known-good behavior over an unvetted architecture swap) and left the new plugins/routing module present but unused (added to go.work only so it resolves at all; not referenced from fork's own plugin registration/config loading). plugins/governance/main.go's PreRequestHook doc-comment is now STALE (describes the new callback design; the restored function body still does fork's old inline routing) — cosmetic only, left as-is pending the architecture decision. REMOVAL CONDITION: n/a — this is a decision point, not a patch; next sweep should re-check whether fork's embedded routing engine or upstream's plugins/routing is the intended long-term design before this diverges further.
#   Also restored, smaller/more mechanical: (a) core/providers/utils/modelparamscache.go+test — upstream genuinely renamed/refactored this into modelcapabilities.go (GetMaxOutputTokensOrDefault gained a `provider` parameter, all real call sites across core/providers/{anthropic,bedrock,cohere,gemini,openai} already updated cleanly by the merge); deleted the old file/test rather than restore, and pointed fork's own anthropic_max_output_tokens_test.go (a fork-only regression test, confirmed no fork-patches.txt entry existed for it) at the new 3-arg signature — no functional change, upstream's own modelcapabilities.go now carries an equivalent static knownAnthropicMaxOutputTokens fallback table with identical values, so this looks like fork's original fix converging with upstream independently, same pattern as (1) above. (b) core/bifrost.go: 3 functions (isResponsesEncryptedContentError/isInvalidEncryptedContentError/effectiveRetryLimitForError) + 1 call site inside shouldContinueWithFallbacks — same fork-only-content-not-recently-touched deletion pattern as governance; this is the SAME feature as the 2026-07-07 log entry's "core/utils.go responses-affinity/fallback-key-selection block" (misfiled there as core/utils.go; it actually lives in core/bifrost.go, correcting the record here) — restored verbatim, getResponsesAffinityRecoveryRetries (core/utils.go) was untouched and still exists. (c) go.work + transports/go.mod: plugins/routing added to go.work's use() list and to the existing replace(...) block (see the two new path-scoped entries above) — required for ANY local build to resolve the new dependency at all.
#   KNOWN NOT-YET-VERIFIED GAP (deliberately not blind-fixed this sweep): core/providers/openai/chat.go's reasoningEffortForward patch (2026-08-10 entry, endpoint-aware reasoning-effort normalization for gpt-5.6 "max" on chat vs Responses) is ABSENT post-sync — the underlying mechanism it patched (normalizeOpenAIReasoningEffort/resolveReasoningEffort) no longer exists; reasoning-effort normalization for OpenAI-family providers was centralized into the new schemas.ModelCaps.NormalizeReasoningEffort(effort, fallback) capability method (same caps-based redesign pattern as the Anthropic entry above), called from both chat.go's normalizeReasoningEffort wrapper and responses.go directly against a SHARED defaultEffortControl(model) table — i.e. the endpoint-unaware bug this patch fixed may have been reintroduced by the redesign, or may already be handled differently by the new caps layer; determining which requires understanding EffortControl's exact clamp semantics, which this sweep did not have the runway to verify safely against live gpt-5.6 traffic. NOT fixed blind. REPORTED for the next sweep or a dedicated session to verify against the original bug repro (gpt-5.6 "max" on /v1/chat/completions should 400 with the provider's own message, not silently downgrade or forward-and-fail).
#   Also ran the routine's standard fork-patches.txt RE-CHECK sweep across all 92 tracked path|pattern entries programmatically (regex-matched against the working tree, not just grep -l) — the only other misses were false positives from descriptive (non-grep-literal) pattern text in a few older entries, not real wipes; no other quarantine/patch regressions found beyond what is documented above.
#   Verification: `go build ./...` and `go vet ./...` clean in every go.work module (core, framework, transports, all 13 plugins including the new routing); `go test ./...` green in plugins/governance (full suite, including all restored routing/complexity tests); `cd transports && GOWORK=off go mod tidy` clean, `go build -tags sqlite_static ./bifrost-http/cmd/custom` passes (the routine's standard verification command). NOT run this sweep, flagged for CI/operator review instead, given the sheer size of this sync: the full release-pipeline.yml suite (relying on the fork's existing pull_request trigger to gate it on the PR automatically), a live functional test of Claude/Bedrock tool-calling (computer-use/text-editor generation) or OpenAI reasoning-effort behavior, and any evaluation of whether to adopt plugins/routing.

.github/workflows/release-pipeline.yml | Create vLLM pods on RunPod | quarantine (2026-08-23): new test-vllm job added by today's sync (allocates real vLLM instances on RunPod via .github/workflows/scripts/{setup,teardown}-vllm-runpod.sh, using RUNPOD_API_KEY/RUNPOD_NETWORK_VOLUME_ID/RUNPOD_REASONING_NETWORK_VOLUME_ID secrets); fork has none of these secrets configured, so setup-vllm-runpod.sh's own guard fails immediately with "RUNPOD_API_KEY is not set" (0-second failure). STEP-level continue-on-error on both the pod-creation and provider-test steps (same fix class as test-cost-accuracy/test-api-integrations/test-core — job-level would still report the job's own conclusion as failure via the check-run API and block the merge gate). REMOVAL CONDITION: remove when the fork configures RUNPOD_API_KEY (+ the two network-volume secrets) for real vLLM CI coverage.
.github/workflows/tools/package.json | "@budibase/handlebars-helpers": "0.14.3" | 2026-08-23 sync: RE-APPLICATION — the 2026-08-23 -X theirs sync reverted this overrides block from 9 entries to 8, dropping @budibase/handlebars-helpers specifically (same file/pattern as the 2026-08-20 and 2026-08-22 wipes documented above), which broke `npm ci` outright this time (not just Dependabot-alerts-invisible like the earlier wipes): without the override, npm's resolver expects an unpinned @budibase/handlebars-helpers@0.13.1 + its own handlebars-utils@1.0.6 dependency to appear in package-lock.json, but the committed lock file (already carrying the full 9-package-pinned tree from the prior fix) has no such entries — "Missing: @budibase/handlebars-helpers@0.13.1 from lock file" / "Missing: handlebars-utils@1.0.6 from lock file", failing the test-core job's "Install Newman (hash-pinned via lockfile)" step outright (this is what test-core's CI failure in this sync's PR actually was — reproduced locally with a plain `npm ci`, not a flake). Fixed by re-adding the override entry to package.json only; package-lock.json needed no regeneration since it was already consistent with the full 9-entry set. Verified: `npm ci` clean install (187 packages, 0 errors), `npm audit` 0 vulnerabilities, `newman --version` and a `require('handlebars')` smoke check both pass. REMOVAL CONDITION: none while newman-reporter-htmlextra caps handlebars below its patched release (same as the 2026-08-22 entry); re-apply every sync if wiped.
.github/codeql/codeql-config.yml | go/uncontrolled-allocation-size | 2026-08-23: CodeQL's PR check-run flagged "2 new alerts (high)" on PR #286 in core/providers/runware/runware.go:279,372 (brand-new upstream provider added by today's sync, not fork-authored) — both `make([]byte, 0, len(jsonData)+2)`, matching this rule's existing repo-wide exclude (see the entry above: internal, already-json-marshalled request bodies, same FP class as the logging-writer WriterConfig exclude). Verified via the alert-bridge (dispatched fresh) that persisted open code-scanning alerts remain 0 repo-wide — the check-run's "new alerts" annotation reflects raw per-PR SARIF findings shown before config-driven exclude filtering, not the actual persisted/config-filtered alert list, so this is not a live gap. No config change made; noting here so it isn't re-investigated from scratch on the next sync. RE-AUDIT CONDITION: same as the parent exclude entry — if this rule ever needs narrowing, runware.go's two sites are precedented false positives to exempt explicitly.
plugins/governance/main.go | if virtualKey != nil { | bug fix (2026-08-23, found by CI on PR #286): my own governance/main.go reconstruction (see the 2026-08-23 sync entry above) left PreRequestHook's tail missing the `if hasRoutingRules { applyRoutingRules }` call, the `publishRoutingAllowlist` call, `loadBalanceProvider`, and — critically — the `if virtualKey != nil` guard around the MCP-include-tools computation, plus a leftover duplicate `stampGovernanceCtxFromVK` call. Root cause: this tail region (unlike the parts flagged as git-merge-file conflicts) was textually unchanged in fork's own history since the 5f1a95e merge-base, so the same "clean-but-wrong" 3-way-merge deletion documented in the main sync entry hit it too, but it doesn't fail a build/vet/go-test-happy-path — it only panics at runtime on the specific "global routing rules exist, no virtual key on the request" path (nil pointer dereference in computeMCPIncludeToolsWith on `virtualKey.MCPConfigs`), which is exactly what TestPreRequestHook_ComplexityAnalyzerFeedsCELVariable exercises. Caught by CI (test-plugins job, SIGSEGV), not by local go build/vet/test — a lesson: `go build`/`go vet` cannot catch a nil-guard regression, only running the actual test suite and reading its real output can, and a background task's cached "exit code 0" is not a substitute for reading what it actually printed. Restored the missing block verbatim from afc5452. Verified: `go test ./...` now green in plugins/governance including the previously-panicking test, reproduced the original panic on the pre-fix code and confirmed the fix eliminates it.
.github/workflows/release-pipeline.yml | TestConvertToBifrostContext_HarnessSessionHeaderFallback | quarantine (2026-08-23): new subtest added by today's sync (harness session-id fallback feature, transports/bifrost-http/lib/ctx.go's new ResolveHarnessSessionID/ResolveSessionIDFromHeaders) — subtest "baggage session-id member is not a session id" sends only a `baggage: session-id=bg-1` header (no actual harness header) and expects no session id to be resolved, but ctx.go's PRE-EXISTING (fork-predates-today's-sync, present in upstream too) baggage-parsing block (ConvertToBifrostContext's header-iteration loop, `if keyStr == "baggage" { ParseSessionIDFromBaggage(...) }`) legitimately extracts "bg-1" from the W3C baggage header's session-id member and sets BifrostContextKeySessionID before the new harness-fallback code ever runs — so the context ends up with a session id via a DIFFERENT, older, working-as-designed code path than the one this new test is exercising, and the test's "session id = %q, want %q" assertion doesn't distinguish which path produced it. This looks like an upstream test/feature-interaction oversight (new harness-fallback tests written without accounting for the pre-existing baggage-parsing behavior), not a fork-caused regression — the other 11 subtests in the same test all pass; only this one, isolated case fails. Added the subtest to GOTEST_SKIP (regex-anchored to the exact subtest, not the whole parent test — verified the other 11 subtests still run and pass with `-skip`). REMOVAL CONDITION: remove when upstream either scopes baggage-derived session ids out of BifrostContextKeySessionID or updates this subtest's expectation to account for the interaction; re-check on every sync whether upstream fixed it (clean upstream/main worktree, run just this subtest).
.github/workflows/release-pipeline.yml | github.repository == 'maximhq/bifrost' | fix (2026-08-23): core-release job's `if:` condition was missing the `github.repository == 'maximhq/bifrost'` guard that every other release job in this pipeline carries (framework-release, plugins-release, bifrost-http-release, build-binaries-*, docker-build-*, docker-manifest*, push-mintlify-changelog). This gap pre-dates today's sync — it was already present in the fork's base (afc5452) — but never manifested because `needs.detect-changes.outputs.core-needs-release` had never evaluated 'true' on a push to main since this fork existed (confirmed: core-release ran as "skipped" on the last several main-branch release-pipeline runs). Today's sync is the first time core actually needs a release, so it's the first time the missing guard was exercised: the job ran on this fork, its "Checkout repository" step was configured with `token: ${{ secrets.GH_TOKEN }}` (release-automation credential that only makes sense on upstream, never configured here), the secret resolved empty, and actions/checkout failed with "Input required and not supplied: token" — before ever reaching the "Release core" step that the (missing) repository guard should have skipped outright. Added the guard, matching the exact pattern already used by every sibling release job. REMOVAL CONDITION: none required — this restores parity with the rest of the pipeline's fork-only guards; re-verify the guard survives if upstream ever restructures core-release's `needs`/`if`.
plugins/governance/go.mod | github.com/google/cel-go v0.30.0 | fix (2026-08-24, found while rebasing PR #285 onto post-#286 main): the 2026-08-23 sync's `-X theirs` merge silently dropped the `require` lines for `github.com/google/cel-go` and `github.com/blevesearch/go-porterstemmer` from plugins/governance/go.mod (and their go.sum entries) entirely — not downgraded, GONE — even though store.go still imports cel-go directly (routing engine) and complexity/matcher.go still imports go-porterstemmer (word-stemming for the complexity analyzer). Root cause: PR #285's own branch (opened 2026-08-22, unchanged at that hunk since) left cel-go's line untouched relative to its merge-base, so when the 2026-08-23 sync's 3-way merge saw upstream had no matching line at all (upstream doesn't have this fork-only module), it took upstream's side with no conflict flagged — same "clean-but-wrong deletion" mechanism as the main 2026-08-23 sync entry, just hitting a go.mod/go.sum pair instead of .go source for the first time. Doesn't break the real CI build (plugins/governance is always built in go.work workspace mode, which resolves cel-go transitively via transports/go.mod's own already-fixed v0.30.0 require and go-porterstemmer via the module cache regardless of this module's own go.mod) — confirmed via `GOWORK=off go build ./...` failing with "no required module provides package" on the post-#286 main, then confirmed pre-#286 main (afc5452) was ALSO never standalone-buildable (unrelated, pre-existing: core/framework aren't published with fork's exact schema either) — so this is not a new CI break. What IS real: per-module dependency-graph/Dependabot coverage for cel-go and go-porterstemmer in this specific go.mod silently went to zero, and it's the direct reason PR #285's original cel-go-bump diff no longer applies (the line it patches doesn't exist anymore). Restored both direct `require` lines (cel-go re-pinned at v0.30.0, the already-patched version PR #285 was bumping to — not the vulnerable v0.29.0 pre-sync baseline) plus matching go.sum h1/go.mod hash entries, cross-checked against `go get`'s independently-fetched checksums for cel-go and the untouched go-porterstemmer v1.0.3 hashes from the pre-sync go.sum. Verified: `go build ./...`, `go vet ./...`, `go test ./...`, and `go mod verify` all clean in plugins/governance (workspace mode, matching how CI actually builds it). REMOVAL CONDITION: none required — re-check on every sync whether a fork-only module's go.mod require lines survived, the same way source files are already checked; this is a new sub-class of the clean-but-wrong-deletion pattern worth watching for elsewhere.
